SWSID,Cat1_Count,Cat2_Count,Cat4A_Count,Cat4B_Count,Cat4C_Count,Cat5_Count,305b_Listings_Cat4+5,ApprovedTMDLCount,DevelopingTMDLCount,FishPassageCount,CriticalHabitatLength_ft,ShellfishCount,SwimmingBeachPercentage,SwimmingTributaryPercentage,CohoPresence,UrbanGrowthBoundaryPercentage,ICIAreaPercentage,RoadwayLength_ft,SidewalkLength_ft,CrashesCount,CrashDensity,SidewalkDensity,PercentBuiltBefore1990,PercentImpervious,MeanFlowDurationIndex,HeatIndex,MedianOpportunityIndex,MeanAnnualAvgDailyTrips,Median2018EquityScore,MedianPavementCondition,MedianSpawnerMortality,WQBETotalCopper,WQBETotalZinc,WQBETotalNitrogen,WQBETotalPhosphorus,WQBETotalSuspendedSolids,WQBETotalPCB,WQBETotalPBDE,WQBETotalPAH,WQBE_BEHP,WQBEFecalColiformBacteria,WQBEAnnualRunoff,UrbanHeat,MeanAnnualTSSLoad,MeanAnnualCopperLoad,MeanAnnualPhosphorusLoad,MeanAnnualZincLoad,MeanAnnualTKNLoad,Average_BIBI,FacilitiesCount,BRE_FaciltiesCount,DrainagetoPSensitiveLake
1003560.00,0.00,1.00,5.00,0.00,0.00,1.00,6.00,3.00,0.00,9.00,0.00,0.00,0.00,0.00,2.00,0.97,0.00,24180.30,3026.43,57.00,0.00,0.13,0.69,0.09,4.40,78.14,0.00,233.89,1.33,66.00,0.27,0.80,4.30,125.20,10.20,3739.30,0.00,0.00,0.10,0.20,0.30,3488914.00,12.37,2.50,0.10,2.80,2.50,57.30,0.00,9.00,1.00,1.00
1003570.00,0.00,0.00,3.00,0.00,0.00,1.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.03,0.00,249.47,0.00,0.00,0.00,0.00,0.02,0.04,3.31,78.14,0.06,290.19,0.67,7.00,0.27,0.40,1.80,96.50,7.20,2129.10,0.00,0.00,0.00,0.10,0.20,2649500.00,11.68,1.70,0.10,1.80,1.60,32.40,0.00,0.00,1.00,1.00
1003580.00,0.00,1.00,5.00,0.00,0.00,1.00,6.00,3.00,0.00,11.00,0.00,0.00,0.00,0.00,2.00,0.95,0.00,51877.30,1547.92,97.00,0.00,0.03,0.60,0.06,5.51,78.14,0.04,358.04,1.00,66.00,0.28,1.60,8.40,370.50,28.60,9241.10,0.00,0.00,0.20,0.50,0.50,10455684.00,13.27,3.50,0.20,4.10,3.60,76.60,0.00,33.00,22.00,1.00
1003590.00,0.00,2.00,5.00,0.00,0.00,1.00,6.00,5.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.04,0.00,0.00,0.00,0.00,,,0.02,0.03,4.07,78.14,0.05,460.87,0.50,,0.27,0.90,4.40,253.10,19.00,5025.30,0.00,0.00,0.10,0.20,0.30,9387111.00,12.81,2.30,0.10,2.50,2.20,48.90,0.00,0.00,0.00,1.00
1003600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.27,6.38,78.14,0.07,2296.02,0.00,,0.25,8.50,51.30,809.90,84.70,34375.40,0.00,0.00,0.30,1.60,3.80,23762967.00,13.86,6.70,0.60,16.70,9.30,154.70,0.00,0.00,0.00,1.00
1003610.00,1.00,2.00,5.00,0.00,0.00,1.00,6.00,3.00,1.00,5.00,0.00,1.00,0.00,0.00,3.00,1.00,0.00,37056.20,0.00,38.00,0.00,0.00,0.55,0.05,4.76,78.14,0.02,258.38,1.17,62.00,0.29,0.60,3.10,190.50,14.10,4055.30,0.00,0.00,0.10,0.20,0.20,5494443.00,13.26,3.10,0.20,3.10,3.20,63.90,65.30,21.00,15.00,0.00
1003620.00,1.00,2.00,2.00,0.00,0.00,1.00,3.00,4.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,373.49,260.26,1.00,0.00,0.70,0.63,0.08,6.57,78.14,0.15,104.67,1.00,38.50,0.31,1.90,9.60,348.20,27.30,9172.30,0.00,0.00,0.20,0.50,0.60,10362219.00,14.59,4.40,0.30,5.50,4.90,97.40,0.00,0.00,0.00,0.00
1003630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,4.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,45166.60,37358.60,14.00,0.00,0.83,0.67,0.17,8.47,78.14,0.03,137.77,1.33,84.00,0.30,1.10,5.40,328.10,24.30,6847.20,0.00,0.00,0.20,0.40,0.30,9149399.00,14.40,6.60,0.50,7.70,7.80,145.40,0.00,15.00,12.00,0.00
1003640.00,3.00,2.00,6.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,4005.40,1406.26,25.00,0.01,0.35,0.36,0.04,3.85,78.14,0.29,1779.69,1.83,51.00,0.26,0.10,0.50,21.70,1.70,572.30,0.00,0.00,0.00,0.00,0.00,595614.00,14.52,2.50,0.20,2.50,3.00,57.20,0.00,1.00,2.00,0.00
1003650.00,2.00,3.00,4.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,0.00,22583.10,472.40,26.00,0.00,0.02,0.23,0.07,4.11,78.14,0.22,193.03,1.67,81.00,0.23,0.60,2.80,200.80,14.60,4130.00,0.00,0.00,0.10,0.20,0.20,5662509.00,12.32,2.80,0.10,3.10,3.00,52.00,61.37,10.00,10.00,0.00
1003660.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.02,0.00,1.36,78.14,0.01,0.00,1.67,,0.23,0.00,0.00,0.30,0.00,1.60,0.00,0.00,0.00,0.00,0.00,35523.00,11.07,0.40,0.00,0.20,0.40,9.10,0.00,0.00,0.00,0.00
1003661.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.19,78.14,0.01,0.00,1.67,,0.26,0.00,0.00,0.80,0.10,11.20,0.00,0.00,0.00,0.00,0.00,88386.00,11.67,0.00,0.00,0.00,0.00,0.50,60.40,0.00,0.00,0.00
1003670.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.02,0.00,1.12,78.14,0.01,0.00,1.67,,0.26,0.00,0.00,1.00,0.10,6.10,0.00,0.00,0.00,0.00,0.00,103382.00,10.89,0.00,0.00,0.00,0.00,0.50,51.00,0.00,0.00,0.00
1003680.00,1.00,2.00,2.00,0.00,0.00,0.00,2.00,3.00,0.00,6.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,23936.00,1234.61,44.00,0.00,0.05,0.36,0.07,5.39,78.14,0.01,609.90,1.67,93.00,0.25,1.70,8.40,307.30,24.00,8751.60,0.00,0.00,0.20,0.50,0.50,8908815.00,13.05,4.80,0.30,7.80,5.10,110.80,0.00,9.00,7.00,0.00
1003690.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,,,0.16,0.00,5.26,78.14,0.21,0.00,1.50,,0.23,0.00,0.10,1.90,0.20,82.20,0.00,0.00,0.00,0.00,0.00,53828.00,13.36,3.00,0.10,2.60,2.80,65.20,0.00,0.00,0.00,0.00
1003700.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00,0.00,14224.80,340.37,4.00,0.00,0.02,0.44,0.02,4.99,78.14,0.01,80.12,1.67,82.00,0.20,0.30,1.20,103.50,7.50,1943.10,0.00,0.00,0.00,0.10,0.10,2928379.00,13.04,3.40,0.10,3.20,2.90,68.90,81.80,15.00,10.00,0.00
1003710.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,8031.62,1559.54,1.00,0.00,0.19,0.14,0.06,5.88,78.14,0.01,97.99,1.67,55.50,0.23,0.10,0.60,59.20,4.30,1133.70,0.00,0.00,0.00,0.10,0.00,1791968.00,12.92,3.80,0.20,3.80,3.50,75.70,72.30,9.00,7.00,0.00
1003720.00,1.00,0.00,2.00,0.00,0.00,0.00,2.00,4.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,32063.60,7009.87,5.00,0.00,0.22,0.13,0.09,5.39,78.14,0.01,145.83,1.67,80.00,0.23,0.90,4.70,232.70,17.50,5374.60,0.00,0.00,0.10,0.30,0.30,7604993.00,12.09,4.40,0.20,4.40,4.10,83.80,43.55,17.00,13.00,0.00
1003730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4873.33,5994.50,47.00,0.01,1.23,0.03,0.05,2.88,78.14,0.09,1318.81,2.00,100.00,0.23,0.40,2.10,63.50,5.10,1868.90,0.00,0.00,0.00,0.10,0.10,1816180.00,11.33,2.00,0.10,2.20,1.90,36.40,0.00,5.00,0.00,0.00
1003740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,20907.30,31911.90,47.00,0.00,1.53,0.00,0.23,5.12,78.14,0.09,495.16,2.00,97.00,0.26,1.80,9.20,219.70,18.60,7732.30,0.00,0.00,0.10,0.40,0.60,6189178.00,13.00,5.30,0.10,7.60,5.60,88.30,0.00,5.00,4.00,0.00
1003750.00,0.00,1.00,3.00,0.00,0.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,18590.80,345.86,37.00,0.00,0.02,0.65,0.04,5.10,78.14,0.00,856.99,1.33,77.50,0.27,0.50,2.60,177.20,12.90,3647.50,0.00,0.00,0.10,0.20,0.20,4915358.00,13.24,3.80,0.20,4.20,3.90,85.70,0.00,7.00,6.00,0.00
1003751.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,56437.60,4449.12,74.00,0.00,0.08,0.43,0.05,4.90,78.14,0.00,480.60,1.33,79.00,0.20,1.60,8.00,396.90,29.70,9586.30,0.00,0.00,0.20,0.50,0.50,11079074.00,12.35,3.70,0.10,3.30,3.20,73.90,35.00,20.00,15.00,0.00
1003760.00,0.00,0.00,3.00,0.00,0.00,1.00,4.00,5.00,0.00,4.00,0.00,0.00,0.00,0.00,13.00,0.99,0.00,38634.60,2574.58,77.00,0.00,0.07,0.32,0.03,3.73,78.14,0.00,498.75,1.33,77.00,0.22,1.40,7.20,246.40,19.30,7410.30,0.00,0.00,0.10,0.40,0.40,7004505.00,11.79,2.50,0.10,2.10,2.20,49.70,53.90,24.00,19.00,0.00
1003770.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,0.00,5.00,0.00,1.00,0.00,0.00,7.00,0.46,0.00,17236.80,0.00,27.00,0.00,0.00,0.20,0.02,3.89,78.14,0.03,191.04,1.33,37.00,0.24,0.60,3.30,165.60,12.90,3748.50,0.00,0.00,0.10,0.20,0.30,5783639.00,11.41,2.00,0.10,1.50,1.60,38.90,0.00,3.00,4.00,0.00
1003780.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.01,5.95,78.14,0.11,28.94,0.00,,0.11,0.30,1.50,87.20,6.50,2026.40,0.00,0.00,0.00,0.10,0.10,3447489.00,10.92,4.00,0.10,3.70,3.00,77.90,0.00,0.00,0.00,0.00
1003790.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,0.00,3.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.03,3.56,78.14,0.06,226.75,0.67,,0.25,1.30,7.40,291.40,23.40,7520.70,0.00,0.00,0.10,0.30,0.60,8184333.00,11.61,2.10,0.10,2.50,1.80,41.90,0.00,0.00,0.00,0.00
1003800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.99,78.14,0.23,0.00,0.00,,0.21,0.00,0.00,1.50,0.10,25.40,0.00,0.00,0.00,0.00,0.00,48605.00,11.07,0.70,0.00,0.40,0.60,13.30,0.00,0.00,0.00,0.00
1003810.00,1.00,2.00,4.00,0.00,0.00,0.00,4.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,4742.06,0.00,3.00,0.00,0.00,0.50,0.07,4.29,78.14,0.22,371.18,1.67,60.00,0.32,0.50,2.50,73.80,6.00,2275.10,0.00,0.00,0.00,0.10,0.20,2081700.00,14.65,2.60,0.20,5.40,3.10,58.80,71.65,8.00,0.00,0.00
1003820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,3559.42,0.00,4.00,0.00,0.00,0.51,0.04,4.67,78.14,0.22,47.86,1.67,42.50,0.26,0.10,0.70,44.70,3.30,1056.20,0.00,0.00,0.00,0.10,0.10,1274079.00,13.26,2.70,0.10,4.90,2.70,57.40,0.00,0.00,0.00,0.00
1003830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,28607.50,21653.10,141.00,0.00,0.76,0.29,0.12,4.98,78.14,0.15,1346.38,1.67,36.00,0.28,1.90,9.90,303.60,24.40,9065.80,0.00,0.00,0.10,0.50,0.60,8569024.00,12.77,4.30,0.20,4.80,4.40,88.40,66.75,19.00,13.00,0.00
1003840.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,,,0.13,0.34,10.48,78.14,0.43,413.93,1.67,,0.30,0.70,3.40,159.40,12.20,3620.40,0.00,0.00,0.10,0.20,0.20,4394324.00,16.64,9.30,1.20,12.10,14.00,245.00,15.65,0.00,0.00,0.00
1003850.00,2.00,1.00,5.00,0.00,0.00,0.00,5.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,14377.10,210.25,107.00,0.01,0.01,0.50,0.08,5.45,78.14,0.16,1119.70,2.00,68.50,0.30,0.30,1.30,77.00,5.70,1664.80,0.00,0.00,0.00,0.10,0.10,2339423.00,14.43,3.70,0.30,5.20,4.30,86.40,45.53,6.00,2.00,0.00
1003860.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,1.00,7.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,,,0.62,0.42,9.88,78.14,0.26,2190.46,2.83,,0.40,12.20,72.00,1764.00,157.30,57302.40,0.00,0.00,0.70,2.50,5.10,49573086.00,16.67,10.90,4.70,16.60,20.80,406.10,10.40,1.00,0.00,0.00
1003870.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,1.00,10.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.30,0.38,8.74,83.64,0.37,1967.30,2.67,,0.42,1.40,9.60,210.40,20.90,7063.40,0.00,0.00,0.10,0.30,0.80,5971557.00,16.89,8.50,2.30,12.40,14.90,280.60,18.73,0.00,0.00,0.00
1003880.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.67,0.23,8.46,78.14,0.33,874.78,2.67,,0.35,0.50,2.70,125.70,9.60,3046.00,0.00,0.00,0.00,0.10,0.20,3504447.00,16.70,10.10,2.90,16.20,16.70,296.40,8.85,0.00,0.00,0.00
1003890.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.37,0.43,9.23,84.98,0.37,3076.68,2.67,,0.44,3.50,23.00,455.30,46.00,16115.10,0.00,0.00,0.10,0.60,1.90,12723116.00,17.39,10.20,3.00,21.10,19.60,406.10,22.43,0.00,0.00,0.00
1003900.00,1.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00,3.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,1159.55,0.00,14.00,0.01,0.00,0.54,0.30,5.80,78.14,0.27,1045.20,2.50,75.00,0.36,1.60,10.30,184.30,19.00,7057.00,0.00,0.00,0.10,0.30,0.80,5188039.00,18.20,8.60,2.30,18.60,16.80,256.70,0.00,2.00,0.00,0.00
1003910.00,0.00,1.00,0.00,0.00,0.00,3.00,3.00,2.00,1.00,28.00,0.00,1.00,0.00,0.00,5.00,1.00,0.00,39435.90,477.43,91.00,0.00,0.01,0.47,0.16,6.65,78.14,0.24,495.21,1.83,83.00,0.32,2.90,14.40,625.70,48.10,15921.90,0.00,0.00,0.30,0.80,0.90,17774234.00,16.02,5.90,0.80,10.50,8.80,140.70,58.73,19.00,16.00,0.00
1003920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,3496.26,0.00,,,0.48,0.13,6.04,78.14,0.21,286.99,2.00,,0.34,0.60,2.90,155.90,11.70,3348.60,0.00,0.00,0.10,0.20,0.20,4323974.00,13.45,5.80,1.60,4.70,7.90,189.20,0.00,0.00,0.00,0.00
1003930.00,5.00,3.00,0.00,0.00,0.00,6.00,6.00,0.00,0.00,11.00,0.00,1.00,0.07,0.03,0.00,1.00,0.11,0.00,0.00,0.00,,,0.48,0.52,8.14,85.38,0.63,9849.96,3.83,,0.38,24.40,135.00,3009.70,266.60,104100.10,0.00,0.00,1.10,5.00,9.30,83940176.00,16.44,14.20,16.20,41.00,45.40,664.40,0.00,0.00,0.00,0.00
1003940.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,1.00,0.38,78060.90,55426.00,376.00,0.00,0.71,0.57,0.34,7.06,85.96,0.86,1952.95,4.00,43.00,0.42,7.90,46.40,976.20,90.40,36525.20,0.00,0.00,0.40,1.60,3.30,27192829.00,17.62,14.80,20.80,32.60,49.10,577.90,3.45,17.00,4.00,0.00
1003950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.48,0.19,10.34,78.14,0.01,1105.33,1.00,,0.36,0.30,1.40,98.40,7.20,1829.80,0.00,0.00,0.00,0.10,0.10,2784927.00,7.00,8.30,5.60,8.60,16.50,275.60,0.00,0.00,0.00,0.00
1003960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.89,0.00,1.83,78.14,0.02,167.97,0.50,,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,476.00,12.96,1.00,0.30,1.30,2.10,35.60,0.00,0.00,0.00,0.00
1003970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.04,0.00,1.33,78.14,0.02,18376.14,0.50,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13088.00,13.14,0.80,0.40,1.50,1.80,26.20,0.00,0.00,0.00,0.00
1003980.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,865.07,0.00,0.00,0.00,0.00,0.00,0.14,1.96,81.44,0.02,11530.71,0.50,,0.00,0.00,0.10,0.90,0.10,46.10,0.00,0.00,0.00,0.00,0.00,31483.00,12.32,1.40,0.40,1.30,2.70,43.00,0.00,0.00,0.00,0.00
1003990.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,14.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.39,0.42,9.51,78.14,0.13,10839.85,1.33,,0.41,15.20,80.90,2085.60,174.20,64786.40,0.00,0.00,0.80,3.30,5.10,57831888.00,12.78,11.80,7.10,24.20,24.50,548.60,0.00,0.00,0.00,0.00
1004000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,313.45,0.00,,,0.45,0.12,4.18,78.14,0.10,869.30,1.33,,0.32,0.60,3.30,98.60,8.00,2698.10,0.00,0.00,0.00,0.10,0.20,2735603.00,8.78,3.10,0.80,2.30,4.80,86.70,0.00,0.00,0.00,0.00
1004010.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.55,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.52,0.43,9.88,78.14,0.14,5866.11,1.33,,0.41,7.00,36.00,1146.60,91.60,31382.30,0.00,0.00,0.40,1.60,2.30,31834047.00,9.49,10.80,8.50,20.90,23.80,511.30,0.00,0.00,0.00,0.00
1004020.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.41,0.25,9.21,78.14,0.01,1270.47,1.00,,0.38,0.70,3.40,155.10,11.70,3704.80,0.00,0.00,0.10,0.20,0.20,4330107.00,8.95,7.40,3.50,7.70,12.60,247.30,0.00,0.00,0.00,0.00
1004030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.52,0.06,6.58,78.14,0.01,818.19,0.50,,0.32,0.30,1.60,106.60,7.80,2007.90,0.00,0.00,0.00,0.10,0.10,3012853.00,6.33,4.20,1.90,2.80,7.50,128.60,0.00,0.00,0.00,0.00
1004040.00,7.00,2.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,3.00,0.00,1.00,0.00,1.00,4.00,1.00,0.00,0.00,0.00,0.00,,,0.44,0.18,7.63,78.14,0.14,722.03,1.33,,0.42,1.90,9.50,455.50,34.20,10685.20,0.00,0.00,0.20,0.50,0.60,12570972.00,12.25,6.90,3.80,8.70,12.50,278.10,12.95,0.00,0.00,0.00
1004050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.48,0.47,9.90,78.14,0.26,33418.50,2.17,,0.40,3.70,21.80,395.50,38.30,14257.70,0.00,0.00,0.10,0.60,1.50,11104960.00,15.65,12.60,5.70,31.00,27.30,661.20,22.70,0.00,0.00,0.00
1004060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.39,0.29,10.43,78.14,0.14,23197.94,1.67,,0.41,1.20,6.20,253.10,19.40,6435.60,0.00,0.00,0.10,0.30,0.40,7170900.00,15.96,10.00,3.90,18.60,19.30,486.60,0.00,0.00,0.00,0.00
1004070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.38,0.31,10.54,78.14,0.24,1107.06,2.00,,0.39,1.90,9.60,328.20,25.80,9022.70,0.00,0.00,0.10,0.50,0.50,9245030.00,16.85,9.40,3.30,16.90,16.30,388.80,0.00,0.00,0.00,0.00
1004080.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,3.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.46,0.42,10.38,78.14,0.23,7203.71,2.00,,0.40,5.30,27.60,643.40,53.70,21804.10,0.00,0.00,0.30,1.20,1.60,18159095.00,16.50,10.80,5.10,23.30,20.70,488.20,0.00,0.00,0.00,0.00
1004090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.22,0.00,1.00,0.00,2064.47,0.00,1.00,0.00,0.00,0.30,0.28,7.67,79.03,0.31,35062.53,2.33,59.00,0.38,0.90,4.30,145.90,11.30,4161.80,0.00,0.00,0.10,0.20,0.20,4419463.00,8.97,8.10,3.50,14.70,16.80,327.80,0.00,0.00,0.00,0.00
1004100.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,1.00,34.00,0.00,1.00,0.00,0.00,1.00,0.59,0.00,6.02,9000.56,0.00,0.00,1495.49,0.40,0.17,6.39,80.66,0.08,450.82,1.33,100.00,0.34,2.60,12.40,841.20,62.10,15092.10,0.00,0.00,0.30,0.80,0.80,23727610.00,15.22,7.30,2.50,8.60,9.60,279.70,8.10,7.00,4.00,0.00
1004110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.50,0.22,4.60,83.93,0.05,5497.77,1.33,,0.21,0.40,2.10,56.00,4.50,1929.00,0.00,0.00,0.00,0.10,0.10,1657026.00,12.20,6.90,2.80,7.70,11.00,277.80,0.00,0.00,0.00,0.00
1004120.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,3074.37,0.00,,,0.50,0.12,5.75,78.14,0.01,184.44,1.00,,0.32,0.30,1.60,117.60,8.60,2129.90,0.00,0.00,0.00,0.10,0.10,3415249.00,7.62,3.40,1.00,2.20,5.70,86.20,0.00,0.00,0.00,0.00
1004130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,1.00,0.02,0.96,0.00,1.00,0.00,0.00,0.00,0.00,,,0.42,0.22,5.65,82.18,0.31,20663.08,2.33,,0.41,0.90,4.90,133.10,10.80,4341.40,0.00,0.00,0.10,0.20,0.30,3897528.00,10.23,7.00,3.60,16.20,15.30,307.00,0.00,0.00,0.00,0.00
1004140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.29,0.00,1.00,0.00,0.00,0.00,0.00,,,0.48,0.30,8.21,78.14,0.43,1081.31,2.83,,0.41,1.30,6.70,266.50,20.60,6885.80,0.00,0.00,0.10,0.30,0.40,7388247.00,11.95,9.60,4.40,14.20,16.40,404.60,0.00,0.00,0.00,0.00
1004150.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.43,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.53,0.29,5.92,79.11,0.39,15568.28,2.00,,0.41,0.40,2.10,94.90,7.20,2302.50,0.00,0.00,0.00,0.10,0.10,2872968.00,8.65,8.20,5.00,12.80,17.40,436.60,0.00,0.00,0.00,0.00
1004160.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,3.00,1.00,0.00,0.00,237.10,0.00,,,0.38,0.12,6.32,78.14,0.04,622.04,1.33,,0.34,0.90,4.60,158.70,12.40,4333.90,0.00,0.00,0.10,0.20,0.30,4468150.00,8.58,5.00,2.00,6.10,8.00,160.80,28.40,0.00,0.00,0.00
