SWSID,Cat1_Count,Cat2_Count,Cat4A_Count,Cat4B_Count,Cat4C_Count,Cat5_Count,305b_Listings_Cat4+5,ApprovedTMDLCount,DevelopingTMDLCount,FishPassageCount,CriticalHabitatLength_ft,ShellfishCount,SwimmingBeachPercentage,SwimmingTributaryPercentage,CohoPresence,UrbanGrowthBoundaryPercentage,ICIAreaPercentage,RoadwayLength_ft,SidewalkLength_ft,CrashesCount,CrashDensity,SidewalkDensity,PercentBuiltBefore1990,PercentImpervious,MeanFlowDurationIndex,HeatIndex,MedianOpportunityIndex,MeanAnnualAvgDailyTrips,Median2018EquityScore,MedianPavementCondition,MedianSpawnerMortality,WQBETotalCopper,WQBETotalZinc,WQBETotalNitrogen,WQBETotalPhosphorus,WQBETotalSuspendedSolids,WQBETotalPCB,WQBETotalPBDE,WQBETotalPAH,WQBE_BEHP,WQBEFecalColiformBacteria,WQBEAnnualRunoff,UrbanHeat,MeanAnnualTSSLoad,MeanAnnualCopperLoad,MeanAnnualPhosphorusLoad,MeanAnnualZincLoad,MeanAnnualTKNLoad,Average_BIBI,FacilitiesCount,BRE_FaciltiesCount,DrainagetoPSensitiveLake
1400850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1644.31,0.00,0.00,0.00,0.00,0.28,0.00,1.79,78.14,0.18,41.05,1.00,64.50,0.18,0.00,0.00,2.60,0.20,62.70,0.00,0.00,0.00,0.00,0.00,70078.00,5.59,0.30,0.10,0.10,0.60,5.20,0.00,0.00,0.00,0.00
1400860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1378.40,0.00,0.00,0.00,0.00,0.18,0.00,2.18,78.14,0.18,196.31,1.00,55.00,0.09,0.00,0.00,1.30,0.10,35.70,0.00,0.00,0.00,0.00,0.00,35255.00,4.71,0.40,0.10,0.30,0.80,7.20,0.00,0.00,0.00,0.00
1400870.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,574.16,0.00,0.00,0.00,0.00,0.36,0.00,2.46,78.14,0.18,50.24,1.00,55.00,0.18,0.00,0.00,0.80,0.10,24.90,0.00,0.00,0.00,0.00,0.00,27600.00,4.30,0.50,0.10,0.20,1.10,8.60,0.00,0.00,0.00,0.00
1400880.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1025.22,0.00,0.00,0.00,0.00,0.55,0.00,1.83,78.14,0.18,107.37,1.00,55.00,0.09,0.00,0.00,0.50,0.00,12.40,0.00,0.00,0.00,0.00,0.00,13770.00,4.67,0.00,0.00,0.00,0.10,0.50,0.00,0.00,0.00,0.00
1400890.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,342.42,0.00,0.00,0.00,0.00,0.88,0.00,1.22,78.14,0.18,38.96,1.00,49.00,0.18,0.00,0.00,0.30,0.00,3.90,0.00,0.00,0.00,0.00,0.00,92427.00,4.24,0.20,0.00,0.10,0.40,3.20,0.00,0.00,0.00,0.00
1400900.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1039.54,0.00,0.00,0.00,0.00,0.32,0.00,2.81,78.14,0.18,57.87,1.00,52.00,0.18,0.00,0.00,0.30,0.00,9.60,0.00,0.00,0.00,0.00,0.00,100288.00,4.40,0.90,0.20,0.30,2.10,15.30,0.00,0.00,0.00,0.00
1400910.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2983.90,0.00,0.00,0.00,0.00,0.18,0.00,2.81,78.14,0.18,161.25,2.00,64.00,0.09,0.00,0.00,1.90,0.10,92.50,0.00,0.00,0.00,0.00,0.00,95868.00,5.03,0.80,0.20,0.20,2.00,15.20,0.00,0.00,0.00,0.00
1400920.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5269.42,0.00,11.00,0.00,0.00,0.19,0.00,4.14,78.14,0.18,284.56,1.00,74.50,0.09,0.00,0.30,10.00,0.80,352.70,0.00,0.00,0.00,0.00,0.00,284319.00,5.21,1.30,0.30,0.70,3.10,25.90,0.00,0.00,0.00,0.00
1400930.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1529.52,0.00,0.00,0.00,0.00,0.27,0.06,3.02,78.14,0.18,213.76,1.00,75.00,0.09,0.00,0.10,5.40,0.40,126.80,0.00,0.00,0.00,0.00,0.00,154911.00,5.22,1.20,0.80,1.70,3.00,29.10,0.00,0.00,0.00,0.00
1400940.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,10749.10,0.00,3.00,0.00,0.00,0.55,0.02,5.24,78.14,0.00,236.89,0.83,46.00,0.00,0.20,0.80,43.00,3.30,1124.50,0.00,0.00,0.00,0.10,0.10,1293714.00,7.54,2.60,0.70,3.90,4.50,53.80,0.00,0.00,0.00,0.00
1400950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6544.83,0.00,1.00,0.00,0.00,0.48,0.01,3.16,78.14,0.00,96.68,1.67,52.00,0.00,0.00,0.20,11.50,0.90,317.90,0.00,0.00,0.00,0.00,0.00,338774.00,8.48,0.90,0.10,0.40,1.10,17.70,0.00,0.00,0.00,0.00
1400960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1153.89,0.00,0.00,0.00,0.00,0.27,0.00,2.53,78.14,0.00,27.97,0.83,45.00,0.00,0.00,0.10,6.70,0.50,157.40,0.00,0.00,0.00,0.00,0.00,198510.00,8.41,0.60,0.00,0.20,0.60,11.40,0.00,0.00,0.00,0.00
1400970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6387.54,0.00,1.00,0.00,0.00,0.37,0.00,4.03,78.14,0.00,33.81,1.67,70.00,0.00,0.10,0.30,12.70,1.00,387.20,0.00,0.00,0.00,0.00,0.00,414563.00,8.40,1.40,0.10,1.70,1.90,27.60,0.00,0.00,0.00,0.00
1400980.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3036.54,0.00,1.00,0.00,0.00,0.32,0.00,3.34,78.14,0.00,44.86,0.83,72.00,0.00,0.00,0.10,9.50,0.70,218.70,0.00,0.00,0.00,0.00,0.00,311638.00,8.28,0.90,0.10,0.60,1.30,17.90,0.00,0.00,0.00,0.00
1400990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,913.14,0.00,0.00,0.00,0.00,0.05,0.00,1.60,78.14,0.00,8.17,0.83,45.00,0.00,0.00,0.00,1.20,0.10,31.30,0.00,0.00,0.00,0.00,0.00,51115.00,8.22,0.30,0.00,0.10,0.30,5.60,0.00,0.00,0.00,0.00
1401000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,2913.18,0.00,0.00,0.00,0.00,0.39,0.00,3.41,78.14,0.00,5.67,0.83,45.00,0.00,0.00,0.10,6.30,0.50,164.90,0.00,0.00,0.00,0.00,0.00,208549.00,7.91,0.90,0.10,0.40,1.00,19.00,0.00,0.00,0.00,0.00
1401010.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8291.93,0.00,1.00,0.00,0.00,0.30,0.01,3.32,78.14,0.00,42.51,0.83,45.00,0.00,0.20,1.20,36.70,2.90,1287.90,0.00,0.00,0.00,0.10,0.10,1191818.00,7.89,1.60,0.20,0.90,2.20,30.10,0.00,0.00,0.00,0.00
1401020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,532.18,0.00,0.00,0.00,0.00,0.02,0.00,1.78,78.14,0.00,7.05,0.83,31.00,0.00,0.40,1.90,26.10,2.50,1362.10,0.00,0.00,0.00,0.10,0.10,740400.00,8.46,1.10,0.20,1.30,1.60,23.50,0.00,0.00,0.00,0.00
1401030.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,49154.60,417.34,8.00,0.00,0.01,0.23,0.01,3.18,78.14,0.00,220.61,0.83,53.00,0.00,2.00,10.90,236.20,20.20,10242.20,0.00,0.00,0.10,0.50,0.60,7026663.00,7.14,1.30,0.30,1.70,2.20,26.60,0.00,0.00,0.00,0.00
1401040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6208.40,0.00,0.00,0.00,0.00,0.12,0.00,3.59,78.14,0.00,68.64,0.83,32.00,0.00,0.00,0.20,10.80,0.80,270.00,0.00,0.00,0.00,0.00,0.00,319911.00,0.00,1.50,0.20,0.50,2.50,26.00,0.00,0.00,0.00,0.00
1401050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1307.49,0.00,0.00,0.00,0.00,0.16,0.00,3.46,78.14,0.00,54.51,0.83,5.00,0.00,0.00,0.20,12.20,0.90,276.40,0.00,0.00,0.00,0.00,0.00,357784.00,0.00,1.10,0.10,0.90,1.40,19.50,0.00,2.00,2.00,0.00
1401060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2451.41,0.00,0.00,0.00,0.00,0.12,0.00,3.72,78.14,0.00,49.85,0.83,82.00,0.00,0.00,0.10,5.00,0.40,134.60,0.00,0.00,0.00,0.00,0.00,149622.00,5.68,1.20,0.10,0.90,1.70,20.20,0.00,0.00,1.00,0.00
1401070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1078.00,0.00,0.00,0.00,0.00,0.22,0.00,2.43,78.14,0.00,41.08,0.83,81.00,0.00,0.00,0.00,1.10,0.10,25.70,0.00,0.00,0.00,0.00,0.00,32476.00,5.68,0.40,0.10,0.10,0.60,7.70,0.00,0.00,0.00,0.00
1401080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1476.63,0.00,0.00,0.00,0.00,0.10,0.00,1.60,78.14,0.00,37.20,0.83,80.00,0.00,0.00,0.00,1.90,0.10,57.30,0.00,0.00,0.00,0.00,0.00,51126.00,5.68,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00
1401090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,480.52,0.00,0.00,0.00,0.00,0.09,0.00,1.49,78.14,0.00,46.74,0.83,80.00,0.00,0.00,0.00,1.50,0.10,44.20,0.00,0.00,0.00,0.00,0.00,40154.00,5.68,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00
1401100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,667.70,0.00,0.00,0.00,0.00,0.00,0.00,1.44,78.14,0.00,31.74,0.83,80.00,0.00,0.00,0.00,0.10,0.00,0.90,0.00,0.00,0.00,0.00,0.00,5362.00,5.68,0.20,0.00,0.10,0.30,3.30,0.00,0.00,0.00,0.00
1401110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,381.05,0.00,0.00,0.00,0.00,0.09,0.00,1.95,78.14,0.00,29.00,0.83,80.00,0.00,0.00,0.00,1.40,0.10,32.60,0.00,0.00,0.00,0.00,0.00,41258.00,5.80,0.40,0.10,0.30,0.60,7.20,0.00,0.00,0.00,0.00
1401120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,184.55,0.00,0.00,0.00,0.00,0.06,0.00,1.99,78.14,0.00,32.31,0.83,47.00,0.00,0.00,0.00,2.40,0.20,58.10,0.00,0.00,0.00,0.00,0.00,66223.00,6.12,0.40,0.10,0.20,0.60,7.00,0.00,0.00,0.00,0.00
1401130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2916.77,0.00,0.00,0.00,0.00,0.00,0.00,2.27,78.14,0.00,234.96,0.83,41.50,0.00,0.20,1.00,12.70,1.20,785.30,0.00,0.00,0.00,0.00,0.00,377183.00,7.17,0.80,0.10,0.30,1.20,14.50,0.00,0.00,0.00,0.00
1401140.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5402.01,0.00,1.00,0.00,0.00,0.03,0.02,3.09,78.14,0.00,252.98,0.83,79.00,0.00,0.40,2.30,32.70,3.00,1877.60,0.00,0.00,0.00,0.10,0.10,946199.00,6.99,1.20,0.30,0.90,1.90,22.90,0.00,0.00,0.00,0.00
1401150.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6101.23,0.00,2.00,0.00,0.00,0.15,0.00,3.01,78.14,0.00,446.48,1.67,50.00,0.00,0.10,0.30,16.10,1.20,413.20,0.00,0.00,0.00,0.00,0.00,465581.00,6.85,1.30,0.40,1.20,2.10,28.50,0.00,0.00,0.00,0.00
1401160.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3907.99,0.00,2.00,0.00,0.00,0.46,0.00,2.50,78.14,0.00,416.50,0.83,0.00,0.00,0.00,0.30,8.30,0.60,350.80,0.00,0.00,0.00,0.00,0.00,273757.00,6.83,0.30,0.00,0.40,0.50,5.60,0.00,0.00,0.00,0.00
1401170.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,16441.50,0.00,7.00,0.00,0.00,0.28,0.01,2.87,78.14,0.00,110.64,0.83,39.00,0.00,0.20,1.20,32.60,2.60,1183.60,0.00,0.00,0.00,0.10,0.10,928699.00,8.12,0.90,0.10,0.70,1.30,17.60,0.00,0.00,0.00,0.00
1401180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,13052.80,0.00,11.00,0.00,0.00,0.37,0.02,3.16,78.14,0.00,341.35,0.83,19.00,0.00,0.20,1.10,29.00,2.70,1101.90,0.00,0.00,0.00,0.00,0.10,980299.00,7.72,1.90,0.30,2.70,3.20,36.40,0.00,1.00,1.00,0.00
1500010.00,0.00,2.00,6.00,0.00,0.00,0.00,6.00,2.00,0.00,8.00,46092.90,0.00,0.00,0.00,8.00,1.00,0.00,17581.40,0.00,9.00,0.00,0.00,0.46,0.03,2.47,78.14,0.00,850.42,1.33,74.00,0.18,,,,,,,,,,,,13.53,3.00,0.20,9.00,3.20,62.40,0.00,0.00,0.00,0.00
1500020.00,0.00,1.00,3.00,0.00,0.00,1.00,4.00,2.00,0.00,0.00,5858.58,0.00,0.00,0.00,1.00,1.00,0.00,1549.56,1339.67,10.00,0.01,0.86,0.36,0.31,8.99,78.14,0.00,1288.77,1.33,88.00,0.19,,,,,,,,,,,,13.96,12.80,2.30,30.20,17.40,352.10,0.00,0.00,0.00,0.00
1500030.00,0.00,1.00,4.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,3942.55,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,,,0.08,0.00,2.74,78.14,0.00,0.00,1.33,,0.20,,,,,,,,,,,,13.26,1.30,0.10,3.60,1.20,29.90,0.00,0.00,0.00,0.00
1500040.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,5858.08,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,,,0.38,0.00,1.90,78.14,0.00,0.00,1.33,,0.23,,,,,,,,,,,,12.58,1.30,0.10,3.70,1.20,27.00,0.00,0.00,0.00,0.00
1500050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,10.00,6055.83,0.00,0.00,0.00,4.00,1.00,0.00,14170.50,0.00,12.00,0.00,0.00,0.31,0.06,3.90,78.14,0.00,622.32,1.33,60.00,0.15,,,,,,,,,,,,12.27,3.30,0.20,6.60,3.30,71.30,0.00,0.00,0.00,0.00
1500060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,7.00,912.78,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.35,0.20,7.06,78.14,0.00,316.68,1.33,,0.23,,,,,,,,,,,,13.02,7.20,0.60,14.80,8.90,167.20,0.00,0.00,0.00,0.00
1500070.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,4.00,0.00,2.00,28438.00,0.00,0.00,0.00,7.00,1.00,0.00,7248.74,0.00,19.00,0.00,0.00,0.31,0.00,2.37,78.14,0.01,1123.52,1.33,94.00,0.20,,,,,,,,,,,,12.81,1.10,0.00,1.90,1.00,22.20,0.00,0.00,1.00,0.00
1500080.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,4.00,0.00,8.00,5329.07,0.00,0.00,0.00,3.00,1.00,0.00,61529.60,52757.20,91.00,0.00,0.86,0.04,0.18,5.66,78.14,0.00,513.92,1.33,91.00,0.23,,,,,,,,,,,,12.41,5.00,0.20,5.90,4.80,91.30,0.00,24.00,20.00,0.00
1500090.00,13.00,1.00,6.00,0.00,0.00,3.00,9.00,2.00,0.00,2.00,35339.70,0.00,0.00,0.00,5.00,1.00,0.00,9090.61,0.00,26.00,0.00,0.00,0.34,0.02,2.13,78.14,0.00,1734.17,1.33,90.00,0.16,,,,,,,,,,,,12.09,1.20,0.10,3.90,1.10,24.50,0.00,0.00,1.00,0.00
1500100.00,1.00,0.00,3.00,0.00,0.00,1.00,4.00,2.00,0.00,9.00,17867.00,0.00,0.00,0.00,11.00,1.00,0.00,20512.50,0.00,16.00,0.00,0.00,0.20,0.02,2.41,78.14,0.00,723.74,1.33,72.00,0.16,,,,,,,,,,,,11.42,1.30,0.10,3.10,1.20,24.80,0.00,9.00,3.00,0.00
1500101.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,10775.90,0.00,12.00,0.00,0.00,0.23,0.00,1.98,81.14,0.00,227.03,1.33,80.00,0.17,,,,,,,,,,,,11.13,0.80,0.00,0.50,0.70,15.70,53.90,0.00,0.00,0.00
1500110.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,49388.70,0.00,32.00,0.00,0.00,0.22,0.03,3.46,81.72,0.02,373.64,1.50,63.00,0.16,,,,,,,,,,,,11.42,2.00,0.10,1.50,1.70,38.70,0.00,9.00,4.00,1.00
1500120.00,1.00,0.00,3.00,0.00,0.00,1.00,4.00,2.00,0.00,7.00,18829.40,0.00,0.00,0.00,6.00,1.00,0.00,28069.40,0.00,23.00,0.00,0.00,0.33,0.01,2.23,78.20,0.00,143.19,1.33,44.00,0.16,,,,,,,,,,,,11.91,2.20,0.10,6.00,2.10,40.90,0.00,3.00,2.00,0.00
1500130.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,4.00,0.00,7.00,5538.68,0.00,0.00,0.00,3.00,1.00,0.00,42226.20,40227.50,122.00,0.00,0.95,0.22,0.14,4.36,78.14,0.01,917.08,1.67,89.00,0.20,,,,,,,,,,,,12.11,3.60,0.10,5.70,3.90,65.50,0.00,17.00,6.00,0.00
1500140.00,13.00,1.00,5.00,0.00,0.00,3.00,8.00,2.00,0.00,1.00,34677.00,0.00,0.00,0.00,8.00,1.00,0.00,4122.62,0.00,0.00,0.00,0.00,0.20,0.01,2.71,78.14,0.00,643.84,1.33,0.00,0.16,,,,,,,,,,,,12.55,1.70,0.10,3.20,1.70,33.50,0.00,0.00,0.00,0.00
1500150.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,4.00,1085.65,0.00,0.00,0.00,6.00,1.00,0.00,12844.60,24.89,27.00,0.00,0.00,0.26,0.01,2.69,78.14,0.00,680.19,1.33,71.00,0.16,,,,,,,,,,,,11.12,1.40,0.10,1.30,1.20,26.60,80.55,2.00,1.00,0.00
1500160.00,13.00,1.00,1.00,0.00,0.00,2.00,3.00,2.00,0.00,2.00,9365.81,0.00,0.00,0.00,3.00,1.00,0.00,6248.50,0.00,15.00,0.00,0.00,0.15,0.00,2.68,78.14,0.00,1002.40,1.33,0.00,0.16,,,,,,,,,,,,12.28,1.70,0.10,3.40,1.70,32.00,0.00,0.00,0.00,0.00
1500170.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,2.00,0.00,4.00,19741.80,0.00,0.00,0.00,8.00,1.00,0.00,4400.35,0.00,7.00,0.00,0.00,0.08,0.00,2.26,78.14,0.00,275.42,1.33,50.00,0.17,,,,,,,,,,,,12.15,2.60,0.10,3.80,2.50,47.20,0.00,0.00,0.00,0.00
1500180.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,5266.46,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,,,0.00,0.00,2.04,78.14,0.02,0.00,1.33,,0.17,,,,,,,,,,,,12.28,2.20,0.10,3.90,2.00,43.20,0.00,0.00,0.00,0.00
1500190.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,11848.30,0.00,11.00,0.00,0.00,0.29,0.03,4.93,78.14,0.00,615.42,1.33,45.50,0.16,,,,,,,,,,,,11.71,3.40,0.20,3.80,3.30,64.30,66.20,5.00,3.00,0.00
1500200.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,15.00,0.00,0.00,0.00,0.00,9.00,1.00,0.00,51070.80,0.00,23.00,0.00,0.00,0.30,0.02,3.94,78.14,0.00,128.20,1.33,57.50,0.14,,,,,,,,,,,,11.01,2.10,0.10,2.60,1.80,37.80,0.00,7.00,1.00,1.00
1500210.00,1.00,0.00,3.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,9363.00,0.00,0.00,0.00,5.00,1.00,0.00,2357.88,0.00,6.00,0.00,0.00,0.05,0.02,2.44,78.14,0.02,984.32,1.33,37.50,0.17,,,,,,,,,,,,11.96,1.10,0.00,1.00,1.00,20.90,0.00,1.00,0.00,0.00
1500220.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,3609.75,0.00,0.00,0.00,3.00,1.00,0.00,1041.97,0.00,0.00,0.00,0.00,0.10,0.01,2.20,78.14,0.02,1411.11,1.50,20.00,0.16,,,,,,,,,,,,11.88,1.80,0.10,2.30,1.50,32.70,0.00,1.00,0.00,0.00
1500230.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,3923.72,0.00,0.00,0.00,5.00,1.00,0.00,9324.69,0.00,10.00,0.00,0.00,0.23,0.02,4.04,78.14,0.02,534.77,1.33,91.00,0.16,,,,,,,,,,,,11.31,3.00,0.10,3.10,2.70,52.90,0.00,1.00,1.00,0.00
1500240.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,131.61,0.00,0.00,0.00,0.00,0.01,0.00,1.95,78.14,0.03,165.67,1.50,100.00,0.15,,,,,,,,,,,,11.07,1.00,0.00,0.40,0.80,17.70,0.00,0.00,0.00,0.00
1500250.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.00,11501.00,0.00,0.00,0.00,4.00,1.00,0.00,18058.10,0.00,24.00,0.00,0.00,0.24,0.01,3.38,78.14,0.02,181.33,1.50,78.00,0.10,,,,,,,,,,,,11.35,3.10,0.10,2.70,2.40,54.10,0.00,4.00,4.00,0.00
1500260.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,11223.80,0.00,3.00,0.00,0.00,0.20,0.02,3.87,78.14,0.03,17.93,1.67,22.00,0.10,,,,,,,,,,,,10.72,2.00,0.10,1.80,1.50,32.90,0.00,1.00,0.00,0.00
1500270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,15103.20,0.00,9.00,0.00,0.00,0.20,0.04,3.29,78.14,0.02,402.46,1.50,88.00,0.14,,,,,,,,,,,,11.04,3.00,0.10,2.60,2.50,53.40,0.00,4.00,1.00,0.00
1500280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,8.00,8736.04,0.00,0.00,0.00,5.00,1.00,0.00,9051.87,0.00,6.00,0.00,0.00,0.18,0.01,2.33,78.14,0.02,90.91,1.50,36.00,0.09,,,,,,,,,,,,10.43,1.40,0.00,0.80,1.00,23.10,0.00,0.00,0.00,0.00
1500290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,471.22,0.00,0.00,0.00,8.00,1.00,0.00,7172.74,0.00,3.00,0.00,0.00,0.01,0.00,2.14,78.14,0.03,24.91,1.67,0.00,0.06,,,,,,,,,,,,10.53,1.40,0.00,1.00,1.00,24.30,0.00,1.00,0.00,0.00
1500300.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,7.00,17818.90,0.00,0.00,0.00,3.00,1.00,0.00,21942.40,0.00,6.00,0.00,0.00,0.30,0.04,3.24,80.45,0.02,415.15,1.50,71.00,0.15,,,,,,,,,,,,13.43,7.00,0.80,20.80,8.40,154.50,0.00,0.00,0.00,0.00
1500310.00,2.00,2.00,4.00,0.00,0.00,0.00,4.00,2.00,0.00,2.00,25337.30,0.00,0.00,0.00,10.00,1.00,0.00,1189.23,0.00,0.00,0.00,0.00,0.24,0.07,2.83,82.28,0.00,412.82,1.50,82.50,0.12,,,,,,,,,,,,11.49,5.80,0.70,18.10,7.90,127.70,0.00,1.00,0.00,0.00
1500320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2137.56,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,,,0.19,0.00,1.60,81.84,0.00,0.00,1.50,,0.16,,,,,,,,,,,,10.54,0.20,0.00,0.10,0.20,3.10,0.00,0.00,0.00,0.00
